Station.No	Location	Date	Hour	API	Pollutant
41	Banting	2013-08-24	16	56	*
41	Banting	2013-08-24	17	62	c
41	Banting	2013-08-24	18	57	*
41	Banting	2013-08-24	19	57	*
41	Banting	2013-08-24	20	58	*
41	Banting	2013-08-24	21	58	*
41	Banting	2013-08-24	22	58	*
41	Banting	2013-08-24	23	58	*
41	Banting	2013-08-24	24	58	*
41	Banting	2013-08-25	1	58	*
41	Banting	2013-08-25	2	59	*
41	Banting	2013-08-25	3	59	*
41	Banting	2013-08-25	4	58	*
41	Banting	2013-08-25	5	58	*
41	Banting	2013-08-25	6	58	*
41	Banting	2013-08-25	7	58	*
41	Banting	2013-08-25	8	58	*
41	Banting	2013-08-25	9	57	*
41	Banting	2013-08-25	10	57	*
41	Banting	2013-08-25	11	57	*
41	Banting	2013-08-25	12	58	*
41	Banting	2013-08-25	13	57	*
41	Banting	2013-08-25	14	58	*
41	Banting	2013-08-25	15	58	*
41	Banting	2013-08-25	16	57	*
41	Banting	2013-08-25	17	57	*
41	Banting	2013-08-25	18	57	*
41	Banting	2013-08-25	19	57	*
41	Banting	2013-08-25	20	57	*
41	Banting	2013-08-25	21	58	*
41	Banting	2013-08-25	22	58	*
41	Banting	2013-08-25	23	59	*
41	Banting	2013-08-25	24	59	*
41	Banting	2013-08-26	1	59	*
41	Banting	2013-08-26	2	59	*
41	Banting	2013-08-26	3	60	*
41	Banting	2013-08-26	4	60	*
41	Banting	2013-08-26	5	60	*
41	Banting	2013-08-26	6	61	*
41	Banting	2013-08-26	7	60	*
41	Banting	2013-08-26	8	60	*
41	Banting	2013-08-26	9	60	*
41	Banting	2013-08-26	10	60	*
41	Banting	2013-08-26	11	59	*
41	Banting	2013-08-26	12	59	*
41	Banting	2013-08-26	13	59	*
41	Banting	2013-08-26	14	59	*
41	Banting	2013-08-26	15	59	*
41	Banting	2013-08-26	16	59	*
41	Banting	2013-08-26	17	59	*
41	Banting	2013-08-26	18	59	*
41	Banting	2013-08-26	19	59	*
41	Banting	2013-08-26	20	59	*
41	Banting	2013-08-26	21	59	*
41	Banting	2013-08-26	22	58	*
41	Banting	2013-08-26	23	57	*
41	Banting	2013-08-26	24	57	*
41	Banting	2013-08-27	1	56	*
41	Banting	2013-08-27	2	55	*
41	Banting	2013-08-27	3	55	*
41	Banting	2013-08-27	4	54	*
41	Banting	2013-08-27	5	54	*
41	Banting	2013-08-27	6	53	*
41	Banting	2013-08-27	7	53	*
41	Banting	2013-08-27	8	53	*
41	Banting	2013-08-27	9	53	*
41	Banting	2013-08-27	10	54	*
41	Banting	2013-08-27	11	54	*
41	Banting	2013-08-27	12	54	*
41	Banting	2013-08-27	13	54	*
41	Banting	2013-08-27	14	54	*
41	Banting	2013-08-27	15	0	0
41	Banting	2013-08-27	16	55	*
41	Banting	2013-08-27	17	55	*
41	Banting	2013-08-27	18	55	*
41	Banting	2013-08-27	19	56	*
41	Banting	2013-08-27	20	56	*
41	Banting	2013-08-27	21	58	*
41	Banting	2013-08-27	22	59	*
41	Banting	2013-08-27	23	60	*
41	Banting	2013-08-27	24	61	*
41	Banting	2013-08-28	1	63	*
41	Banting	2013-08-28	2	63	*
41	Banting	2013-08-28	3	64	*
41	Banting	2013-08-28	4	65	*
41	Banting	2013-08-28	5	66	*
41	Banting	2013-08-28	6	66	*
41	Banting	2013-08-28	7	67	*
41	Banting	2013-08-28	8	68	*
41	Banting	2013-08-28	9	68	*
41	Banting	2013-08-28	10	68	*
41	Banting	2013-08-28	11	68	*
41	Banting	2013-08-28	12	68	*
41	Banting	2013-08-28	13	69	*
41	Banting	2013-08-28	14	70	*
41	Banting	2013-08-28	15	70	*
41	Banting	2013-08-28	16	70	*
41	Banting	2013-08-28	17	70	*
41	Banting	2013-08-28	18	71	*
41	Banting	2013-08-28	19	71	*
41	Banting	2013-08-28	20	72	*
41	Banting	2013-08-28	21	72	*
41	Banting	2013-08-28	22	72	*
41	Banting	2013-08-28	23	72	*
41	Banting	2013-08-28	24	73	*
41	Banting	2013-08-29	1	72	*
41	Banting	2013-08-29	2	71	*
41	Banting	2013-08-29	3	71	*
41	Banting	2013-08-29	4	71	*
41	Banting	2013-08-29	5	72	*
41	Banting	2013-08-29	6	72	*
41	Banting	2013-08-29	7	72	*
41	Banting	2013-08-29	8	71	*
41	Banting	2013-08-29	9	70	*
41	Banting	2013-08-29	10	70	*
41	Banting	2013-08-29	11	69	*
41	Banting	2013-08-29	12	69	*
41	Banting	2013-08-29	13	68	*
41	Banting	2013-08-29	14	68	*
41	Banting	2013-08-29	15	68	*
41	Banting	2013-08-29	16	67	*
41	Banting	2013-08-29	17	67	*
41	Banting	2013-08-29	18	66	*
41	Banting	2013-08-29	19	65	*
41	Banting	2013-08-29	20	64	*
41	Banting	2013-08-29	21	63	*
41	Banting	2013-08-29	22	63	*
41	Banting	2013-08-29	23	62	*
41	Banting	2013-08-29	24	61	*
41	Banting	2013-08-30	1	62	*
41	Banting	2013-08-30	2	62	*
41	Banting	2013-08-30	3	63	*
41	Banting	2013-08-30	4	63	*
41	Banting	2013-08-30	5	62	*
41	Banting	2013-08-30	6	62	*
41	Banting	2013-08-30	7	62	*
41	Banting	2013-08-30	8	64	*
41	Banting	2013-08-30	9	65	*
41	Banting	2013-08-30	10	67	*
41	Banting	2013-08-30	11	68	*
41	Banting	2013-08-30	12	69	*
41	Banting	2013-08-30	13	70	*
41	Banting	2013-08-30	14	70	*
41	Banting	2013-08-30	15	70	*
41	Banting	2013-08-30	16	70	*
41	Banting	2013-08-30	17	70	*
41	Banting	2013-08-30	18	70	*
41	Banting	2013-08-30	19	70	*
41	Banting	2013-08-30	20	71	*
41	Banting	2013-08-30	21	71	*
41	Banting	2013-08-30	22	70	*
41	Banting	2013-08-30	23	70	*
41	Banting	2013-08-30	24	70	*
41	Banting	2013-08-31	1	69	*
41	Banting	2013-08-31	2	69	*
41	Banting	2013-08-31	3	68	*
41	Banting	2013-08-31	4	68	*
41	Banting	2013-08-31	5	67	*
41	Banting	2013-08-31	6	67	*
41	Banting	2013-08-31	7	66	*
41	Banting	2013-08-31	8	66	*
41	Banting	2013-08-31	9	66	*
41	Banting	2013-08-31	10	66	*
41	Banting	2013-08-31	11	66	*
41	Banting	2013-08-31	12	65	*
41	Banting	2013-08-31	13	66	c
41	Banting	2013-08-31	14	76	c
41	Banting	2013-08-31	15	78	c
41	Banting	2013-08-31	16	0	0
41	Banting	2013-08-31	17	0	0
41	Banting	2013-08-31	18	0	0
41	Banting	2013-08-31	19	0	0
41	Banting	2013-08-31	20	0	0
41	Banting	2013-08-31	21	0	0
41	Banting	2013-08-31	22	0	0
41	Banting	2013-08-31	23	0	0
41	Banting	2013-08-31	24	0	0
41	Banting	2013-09-01	1	0	0
41	Banting	2013-09-01	2	0	0
41	Banting	2013-09-01	3	0	0
41	Banting	2013-09-01	4	0	0
41	Banting	2013-09-01	5	0	0
41	Banting	2013-09-01	6	0	0
41	Banting	2013-09-01	7	0	0
41	Banting	2013-09-01	8	0	0
41	Banting	2013-09-01	9	0	0
41	Banting	2013-09-01	10	0	0
41	Banting	2013-09-01	11	48	*
41	Banting	2013-09-01	12	47	*
41	Banting	2013-09-01	13	46	*
41	Banting	2013-09-01	14	45	*
41	Banting	2013-09-01	15	45	c
41	Banting	2013-09-01	16	0	0
41	Banting	2013-09-01	17	0	0
41	Banting	2013-09-01	18	0	0
41	Banting	2013-09-01	19	0	0
41	Banting	2013-09-01	20	0	0
41	Banting	2013-09-01	21	0	0
41	Banting	2013-09-01	22	0	0
41	Banting	2013-09-01	23	0	0
41	Banting	2013-09-01	24	0	0
41	Banting	2013-09-02	1	0	0
41	Banting	2013-09-02	2	0	0
41	Banting	2013-09-02	3	0	0
41	Banting	2013-09-02	4	0	0
41	Banting	2013-09-02	5	0	0
41	Banting	2013-09-02	6	0	0
41	Banting	2013-09-02	7	0	0
41	Banting	2013-09-02	8	0	0
41	Banting	2013-09-02	9	0	0
41	Banting	2013-09-02	10	0	0
41	Banting	2013-09-02	11	0	0
41	Banting	2013-09-02	12	0	0
41	Banting	2013-09-02	13	0	0
41	Banting	2013-09-02	14	0	0
41	Banting	2013-09-02	15	0	0
41	Banting	2013-09-02	16	0	0
41	Banting	2013-09-02	17	45	c
41	Banting	2013-09-02	18	45	c
41	Banting	2013-09-02	19	49	c
41	Banting	2013-09-02	20	48	c
41	Banting	2013-09-02	21	34	c
41	Banting	2013-09-02	22	35	*
41	Banting	2013-09-02	23	36	*
41	Banting	2013-09-02	24	38	*
41	Banting	2013-09-03	1	40	*
41	Banting	2013-09-03	2	40	*
41	Banting	2013-09-03	3	40	*
41	Banting	2013-09-03	4	41	*
41	Banting	2013-09-03	5	42	*
41	Banting	2013-09-03	6	43	*
41	Banting	2013-09-03	7	44	*
41	Banting	2013-09-03	8	44	*
41	Banting	2013-09-03	9	45	*
41	Banting	2013-09-03	10	46	*
41	Banting	2013-09-03	11	46	*
41	Banting	2013-09-03	12	47	*
41	Banting	2013-09-03	13	47	*
41	Banting	2013-09-03	14	47	*
41	Banting	2013-09-03	15	47	*
41	Banting	2013-09-03	16	47	*
41	Banting	2013-09-03	17	47	*
41	Banting	2013-09-03	18	46	*
41	Banting	2013-09-03	19	45	*
41	Banting	2013-09-03	20	45	*
41	Banting	2013-09-03	21	45	*
41	Banting	2013-09-03	22	44	*
41	Banting	2013-09-03	23	43	*
41	Banting	2013-09-03	24	41	*
41	Banting	2013-09-04	1	40	*
41	Banting	2013-09-04	2	41	*
41	Banting	2013-09-04	3	42	*
41	Banting	2013-09-04	4	42	*
41	Banting	2013-09-04	5	42	*
41	Banting	2013-09-04	6	42	*
41	Banting	2013-09-04	7	43	*
41	Banting	2013-09-04	8	44	*
41	Banting	2013-09-04	9	44	*
41	Banting	2013-09-04	10	43	*
41	Banting	2013-09-04	11	44	*
41	Banting	2013-09-04	12	46	*
41	Banting	2013-09-04	13	47	*
41	Banting	2013-09-04	14	48	*
41	Banting	2013-09-04	15	50	c
41	Banting	2013-09-04	16	55	c
41	Banting	2013-09-04	17	55	c
41	Banting	2013-09-04	18	49	*
41	Banting	2013-09-04	19	52	c
41	Banting	2013-09-04	20	50	*
41	Banting	2013-09-04	21	50	*
41	Banting	2013-09-04	22	51	*
41	Banting	2013-09-04	23	51	*
41	Banting	2013-09-04	24	51	*
41	Banting	2013-09-05	1	51	*
41	Banting	2013-09-05	2	51	*
41	Banting	2013-09-05	3	51	*
41	Banting	2013-09-05	4	50	*
41	Banting	2013-09-05	5	50	*
41	Banting	2013-09-05	6	49	*
41	Banting	2013-09-05	7	48	*
41	Banting	2013-09-05	8	46	*
41	Banting	2013-09-05	9	44	*
41	Banting	2013-09-05	10	42	*
41	Banting	2013-09-05	11	41	*
41	Banting	2013-09-05	12	38	*
41	Banting	2013-09-05	13	37	*
41	Banting	2013-09-05	14	43	c
41	Banting	2013-09-05	15	56	c
41	Banting	2013-09-05	16	69	c
41	Banting	2013-09-05	17	64	c
41	Banting	2013-09-05	18	64	c
41	Banting	2013-09-05	19	57	c
41	Banting	2013-09-05	20	35	c
41	Banting	2013-09-05	21	32	*
41	Banting	2013-09-05	22	32	*
41	Banting	2013-09-05	23	31	*
41	Banting	2013-09-05	24	31	*
41	Banting	2013-09-06	1	31	*
41	Banting	2013-09-06	2	31	*
41	Banting	2013-09-06	3	31	*
41	Banting	2013-09-06	4	31	*
41	Banting	2013-09-06	5	31	*
41	Banting	2013-09-06	6	30	*
41	Banting	2013-09-06	7	30	*
41	Banting	2013-09-06	8	30	*
41	Banting	2013-09-06	9	31	*
41	Banting	2013-09-06	10	33	*
41	Banting	2013-09-06	11	33	*
41	Banting	2013-09-06	12	34	*
41	Banting	2013-09-06	13	36	*
41	Banting	2013-09-06	14	37	*
41	Banting	2013-09-06	15	41	c
41	Banting	2013-09-06	16	39	c
41	Banting	2013-09-06	17	38	*
41	Banting	2013-09-06	18	38	*
41	Banting	2013-09-06	19	38	*
41	Banting	2013-09-06	20	37	*
41	Banting	2013-09-06	21	37	*
41	Banting	2013-09-06	22	36	*
41	Banting	2013-09-06	23	35	*
41	Banting	2013-09-06	24	34	*
41	Banting	2013-09-07	1	34	*
41	Banting	2013-09-07	2	34	*
41	Banting	2013-09-07	3	33	*
41	Banting	2013-09-07	4	33	*
41	Banting	2013-09-07	5	33	*
41	Banting	2013-09-07	6	33	*
41	Banting	2013-09-07	7	33	*
41	Banting	2013-09-07	8	32	*
41	Banting	2013-09-07	9	32	*
41	Banting	2013-09-07	10	31	*
41	Banting	2013-09-07	11	31	*
41	Banting	2013-09-07	12	33	*
41	Banting	2013-09-07	13	35	c
41	Banting	2013-09-07	14	39	c
41	Banting	2013-09-07	15	39	c
41	Banting	2013-09-07	16	44	c
41	Banting	2013-09-07	17	33	c
41	Banting	2013-09-07	18	35	c
41	Banting	2013-09-07	19	32	*
41	Banting	2013-09-07	20	32	*
41	Banting	2013-09-07	21	32	*
41	Banting	2013-09-07	22	32	*
41	Banting	2013-09-07	23	32	*
41	Banting	2013-09-07	24	32	*
41	Banting	2013-09-08	1	32	*
41	Banting	2013-09-08	2	32	*
41	Banting	2013-09-08	3	32	*
41	Banting	2013-09-08	4	32	*
41	Banting	2013-09-08	5	32	*
41	Banting	2013-09-08	6	32	*
41	Banting	2013-09-08	7	32	*
41	Banting	2013-09-08	8	33	*
41	Banting	2013-09-08	9	32	*
41	Banting	2013-09-08	10	32	*
41	Banting	2013-09-08	11	32	*
41	Banting	2013-09-08	12	31	*
41	Banting	2013-09-08	13	37	c
41	Banting	2013-09-08	14	59	c
41	Banting	2013-09-08	15	54	c
41	Banting	2013-09-08	16	42	c
41	Banting	2013-09-08	17	30	*
41	Banting	2013-09-08	18	31	*
41	Banting	2013-09-08	19	31	*
41	Banting	2013-09-08	20	31	*
41	Banting	2013-09-08	21	31	*
41	Banting	2013-09-08	22	32	*
41	Banting	2013-09-08	23	32	*
41	Banting	2013-09-08	24	32	*
41	Banting	2013-09-09	1	33	*
41	Banting	2013-09-09	2	32	*
41	Banting	2013-09-09	3	32	*
41	Banting	2013-09-09	4	33	*
41	Banting	2013-09-09	5	34	*
41	Banting	2013-09-09	6	34	*
41	Banting	2013-09-09	7	34	*
41	Banting	2013-09-09	8	35	*
41	Banting	2013-09-09	9	36	*
41	Banting	2013-09-09	10	38	*
41	Banting	2013-09-09	11	39	*
41	Banting	2013-09-09	12	39	*
41	Banting	2013-09-09	13	38	*
41	Banting	2013-09-09	14	38	*
41	Banting	2013-09-09	15	38	*
41	Banting	2013-09-09	16	38	*
41	Banting	2013-09-09	17	38	*
41	Banting	2013-09-09	18	38	*
41	Banting	2013-09-09	19	38	*
41	Banting	2013-09-09	20	39	*
41	Banting	2013-09-09	21	38	*
41	Banting	2013-09-09	22	38	*
41	Banting	2013-09-09	23	37	*
41	Banting	2013-09-09	24	36	*
41	Banting	2013-09-10	1	35	*
41	Banting	2013-09-10	2	35	*
41	Banting	2013-09-10	3	35	*
41	Banting	2013-09-10	4	35	*
41	Banting	2013-09-10	5	34	*
41	Banting	2013-09-10	6	34	*
41	Banting	2013-09-10	7	34	*
41	Banting	2013-09-10	8	34	*
41	Banting	2013-09-10	9	34	*
41	Banting	2013-09-10	10	33	*
41	Banting	2013-09-10	11	31	*
41	Banting	2013-09-10	12	32	*
41	Banting	2013-09-10	13	32	*
41	Banting	2013-09-10	14	33	*
41	Banting	2013-09-10	15	33	*
41	Banting	2013-09-10	16	33	*
41	Banting	2013-09-10	17	33	*
41	Banting	2013-09-10	18	32	*
41	Banting	2013-09-10	19	32	*
41	Banting	2013-09-10	20	31	*
41	Banting	2013-09-10	21	32	*
41	Banting	2013-09-10	22	32	*
41	Banting	2013-09-10	23	32	*
41	Banting	2013-09-10	24	32	*
41	Banting	2013-09-11	1	32	*
41	Banting	2013-09-11	2	32	*
41	Banting	2013-09-11	3	32	*
41	Banting	2013-09-11	4	33	*
41	Banting	2013-09-11	5	34	*
41	Banting	2013-09-11	6	34	*
41	Banting	2013-09-11	7	34	*
41	Banting	2013-09-11	8	34	*
41	Banting	2013-09-11	9	34	*
41	Banting	2013-09-11	10	34	*
41	Banting	2013-09-11	11	35	*
41	Banting	2013-09-11	12	34	*
41	Banting	2013-09-11	13	37	c
41	Banting	2013-09-11	14	51	c
41	Banting	2013-09-11	15	55	c
41	Banting	2013-09-11	16	64	c
41	Banting	2013-09-11	17	75	c
41	Banting	2013-09-11	18	85	c
41	Banting	2013-09-11	19	71	c
41	Banting	2013-09-11	20	40	c
41	Banting	2013-09-11	21	39	*
41	Banting	2013-09-11	22	39	*
41	Banting	2013-09-11	23	40	*
41	Banting	2013-09-11	24	42	*
41	Banting	2013-09-12	1	42	*
41	Banting	2013-09-12	2	43	*
41	Banting	2013-09-12	3	43	*
41	Banting	2013-09-12	4	43	*
41	Banting	2013-09-12	5	44	*
41	Banting	2013-09-12	6	43	*
41	Banting	2013-09-12	7	42	*
41	Banting	2013-09-12	8	41	*
41	Banting	2013-09-12	9	39	*
41	Banting	2013-09-12	10	39	*
41	Banting	2013-09-12	11	38	*
41	Banting	2013-09-12	12	38	*
41	Banting	2013-09-12	13	39	*
41	Banting	2013-09-12	14	40	c
41	Banting	2013-09-12	15	38	*
41	Banting	2013-09-12	16	37	*
41	Banting	2013-09-12	17	36	*
41	Banting	2013-09-12	18	35	*
41	Banting	2013-09-12	19	35	*
41	Banting	2013-09-12	20	35	*
41	Banting	2013-09-12	21	33	*
41	Banting	2013-09-12	22	34	*
41	Banting	2013-09-12	23	34	*
41	Banting	2013-09-12	24	34	*
41	Banting	2013-09-13	1	35	*
41	Banting	2013-09-13	2	36	*
41	Banting	2013-09-13	3	36	*
41	Banting	2013-09-13	4	37	*
41	Banting	2013-09-13	5	37	*
41	Banting	2013-09-13	6	39	*
41	Banting	2013-09-13	7	41	*
41	Banting	2013-09-13	8	43	*
41	Banting	2013-09-13	9	45	*
41	Banting	2013-09-13	10	47	*
41	Banting	2013-09-13	11	0	0
41	Banting	2013-09-13	12	48	*
41	Banting	2013-09-13	13	49	*
41	Banting	2013-09-13	14	53	c
41	Banting	2013-09-13	15	51	*
41	Banting	2013-09-13	16	51	*
41	Banting	2013-09-13	17	51	*
41	Banting	2013-09-13	18	52	*
41	Banting	2013-09-13	19	52	*
41	Banting	2013-09-13	20	53	*
41	Banting	2013-09-13	21	53	*
41	Banting	2013-09-13	22	53	*
41	Banting	2013-09-13	23	52	*
41	Banting	2013-09-13	24	53	*
41	Banting	2013-09-14	1	53	*
41	Banting	2013-09-14	2	53	*
41	Banting	2013-09-14	3	53	*
41	Banting	2013-09-14	4	52	*
41	Banting	2013-09-14	5	53	*
41	Banting	2013-09-14	6	53	*
41	Banting	2013-09-14	7	53	*
41	Banting	2013-09-14	8	53	*
41	Banting	2013-09-14	9	52	*
41	Banting	2013-09-14	10	53	*
41	Banting	2013-09-14	11	54	*
41	Banting	2013-09-14	12	53	*
41	Banting	2013-09-14	13	53	*
41	Banting	2013-09-14	14	52	*
41	Banting	2013-09-14	15	52	*
41	Banting	2013-09-14	16	52	*
41	Banting	2013-09-14	17	52	*
41	Banting	2013-09-14	18	52	*
41	Banting	2013-09-14	19	52	*
41	Banting	2013-09-14	20	52	*
41	Banting	2013-09-14	21	52	*
41	Banting	2013-09-14	22	52	*
41	Banting	2013-09-14	23	52	*
41	Banting	2013-09-14	24	51	*
41	Banting	2013-09-15	1	50	*
41	Banting	2013-09-15	2	50	*
41	Banting	2013-09-15	3	49	*
41	Banting	2013-09-15	4	48	*
41	Banting	2013-09-15	5	47	*
41	Banting	2013-09-15	6	45	*
41	Banting	2013-09-15	7	43	*
41	Banting	2013-09-15	8	41	*
41	Banting	2013-09-15	9	39	*
41	Banting	2013-09-15	10	36	*
41	Banting	2013-09-15	11	35	*
41	Banting	2013-09-15	12	36	*
41	Banting	2013-09-15	13	36	*
41	Banting	2013-09-15	14	35	*
41	Banting	2013-09-15	15	34	*
41	Banting	2013-09-15	16	34	*
41	Banting	2013-09-15	17	33	*
41	Banting	2013-09-15	18	33	*
41	Banting	2013-09-15	19	33	*
41	Banting	2013-09-15	20	31	*
41	Banting	2013-09-15	21	30	*
41	Banting	2013-09-15	22	30	*
41	Banting	2013-09-15	23	30	*
41	Banting	2013-09-15	24	31	*
41	Banting	2013-09-16	1	31	*
41	Banting	2013-09-16	2	30	*
41	Banting	2013-09-16	3	30	*
41	Banting	2013-09-16	4	29	*
41	Banting	2013-09-16	5	28	*
41	Banting	2013-09-16	6	29	*
41	Banting	2013-09-16	7	29	*
41	Banting	2013-09-16	8	30	*
41	Banting	2013-09-16	9	30	*
41	Banting	2013-09-16	10	31	*
41	Banting	2013-09-16	11	31	*
41	Banting	2013-09-16	12	31	*
41	Banting	2013-09-16	13	31	*
41	Banting	2013-09-16	14	44	c
41	Banting	2013-09-16	15	46	c
41	Banting	2013-09-16	16	46	c
41	Banting	2013-09-16	17	40	c
41	Banting	2013-09-16	18	34	*
41	Banting	2013-09-16	19	34	*
41	Banting	2013-09-16	20	35	*
41	Banting	2013-09-16	21	36	*
41	Banting	2013-09-16	22	37	*
41	Banting	2013-09-16	23	40	*
41	Banting	2013-09-16	24	44	*
41	Banting	2013-09-17	1	47	*
41	Banting	2013-09-17	2	49	*
41	Banting	2013-09-17	3	50	*
41	Banting	2013-09-17	4	51	*
41	Banting	2013-09-17	5	52	*
41	Banting	2013-09-17	6	53	*
41	Banting	2013-09-17	7	53	*
41	Banting	2013-09-17	8	54	*
41	Banting	2013-09-17	9	54	*
41	Banting	2013-09-17	10	55	*